3;00375;;Секс-Шоп;;;;;;0;0;0;0;0;0;0;0;0;0;
2;00378;00375;Фаллоимитаторы;;;;;;0;0;0;0;0;0;0;0;0;0;
2;00504;00375;Анальный стимулятор;;;;;;0;0;0;0;0;0;0;0;0;0;
2;00389;00375;Страпоны, фаллопротезы;;;;;;0;0;0;0;0;0;0;0;0;0;
2;02136;00375;Презервативы;;;;;;0;0;0;0;0;0;0;0;0;0;
2;00385;00375;Продукция с феромонами;;;;;;0;0;0;0;0;0;0;0;0;0;
2;00965;00375;Женское белье;;;;;;0;0;0;0;0;0;0;0;0;0;
2;02594;00375;Мужское белье;;;;;;0;0;0;0;0;0;0;0;0;0;
2;00467;00375;Лубриканты, гели, спреи;;;;;;0;0;0;0;0;0;0;0;0;0;
2;00382;00375;Вибраторы;;;;;;0;0;0;0;0;0;0;0;0;0;
2;00412;00375;Вагины, мастурбаторы;;;;;;0;0;0;0;0;0;0;0;0;0;
2;01034;00375;Стимуляторы клитора;;;;;;0;0;0;0;0;0;0;0;0;0;
2;00653;00375;Вагинальные шарики;;;;;;0;0;0;0;0;0;0;0;0;0;
2;00881;00375;Сувениры;;;;;;0;0;0;0;0;0;0;0;0;0;
2;00841;00375;Аксессуары для эротических игр;;;;;;0;0;0;0;0;0;0;0;0;0;
2;00376;00375;Вакуумные помпы;;;;;;0;0;0;0;0;0;0;0;0;0;
2;02959;00375;Beauty-аксессуары;;;;;;0;0;0;0;0;0;0;0;0;0;
2;00804;00375;Наборы эротические;;;;;;0;0;0;0;0;0;0;0;0;0;
2;00406;00375;Насадки и кольца;;;;;;0;0;0;0;0;0;0;0;0;0;
2;01438;00375;Вибростимуляторы;;;;;;0;0;0;0;0;0;0;0;0;0;
2;02658;00375;Журналы, газеты;;;;;;0;0;0;0;0;0;0;0;0;0;
2;02712;00375;Для стимуляции груди;;;;;;0;0;0;0;0;0;0;0;0;0;
2;00506;00375;Куклы;;;;;;0;0;0;0;0;0;0;0;0;0;
2;11793;00375;Медицинский фетиш LuxLab;;;;;;0;0;0;0;0;0;0;0;0;0;
2;12290;00375;POS;;;;;;0;0;0;0;0;0;0;0;0;0;
2;12315;00375;Металл, CBT;;;;;;0;0;0;0;0;0;0;0;0;0;
2;11704;00375;Обувь;;;;;;0;0;0;0;0;0;0;0;0;0;
2;07873;00375;Манекены;;;;;;0;0;0;0;0;0;0;0;0;0;
2;07781;00375;Total Sale!!!;;;;;;0;0;0;0;0;0;0;0;0;0;
2;05928;00375;Гиганты (фистинг);;;;;;0;0;0;0;0;0;0;0;0;0;
2;05929;00375;Интимная гигиена;;;;;;0;0;0;0;0;0;0;0;0;0;
2;05930;00375;Элементы питания (батарейки);;;;;;0;0;0;0;0;0;0;0;0;0;
1;05931;00841;Кляпы;;;;;;0;0;0;0;0;0;0;0;0;0;
1;05932;01438;Вибро-яйцо;;;;;;0;0;0;0;0;0;0;0;0;0;
1;05443;00841;Ошейники;;;;;;0;0;0;0;0;0;0;0;0;0;
1;05896;00504;Стимуляторы простаты;;;;;;0;0;0;0;0;0;0;0;0;0;
1;05925;00841;Кольца, утяжки на пенис;;;;;;0;0;0;0;0;0;0;0;0;0;
1;05926;00841;Плети, кнуты, шлепалки;;;;;;0;0;0;0;0;0;0;0;0;0;
1;05927;00385;Прочее;;;;;;0;0;0;0;0;0;0;0;0;0;
1;03024;00389;Фаллопротезы;;;;;;0;0;0;0;0;0;0;0;0;0;
1;03025;00389;Трусики с насадками;;;;;;0;0;0;0;0;0;0;0;0;0;
1;03026;00412;Вагины без вибро;;;;;;0;0;0;0;0;0;0;0;0;0;
1;03027;00412;Мастурбаторы без вибро;;;;;;0;0;0;0;0;0;0;0;0;0;
1;03028;00406;Насадки на пенис с вибрацией;;;;;;0;0;0;0;0;0;0;0;0;0;
1;03029;00406;Кольца на пенис с вибрацией;;;;;;0;0;0;0;0;0;0;0;0;0;
1;05087;00382;Реалистичные;;;;;;0;0;0;0;0;0;0;0;0;0;
1;06852;00965;Кэтсьюиты, комбинезоны-чулки, open crotch;;;;;;0;0;0;0;0;0;0;0;0;0;
1;06853;00965;Юбки;;;;;;0;0;0;0;0;0;0;0;0;0;
1;06854;00965;Колготки и гольфы;;;;;;0;0;0;0;0;0;0;0;0;0;
1;10187;02594;Мужские трусы;;;;;;0;0;0;0;0;0;0;0;0;0;
1;10188;02594;Мужские майки и футболки;;;;;;0;0;0;0;0;0;0;0;0;0;
1;11710;00389;Отдельно насадки;;;;;;0;0;0;0;0;0;0;0;0;0;
1;11712;00965;Бюстгалтеры;;;;;;0;0;0;0;0;0;0;0;0;0;
1;12201;00382;С клиторальным стимулятором;;;;;;0;0;0;0;0;0;0;0;0;0;
1;12202;00389;Безремневые;;;;;;0;0;0;0;0;0;0;0;0;0;
1;11732;11704;Туфли, босоножки, кеды;;;;;;0;0;0;0;0;0;0;0;0;0;
1;10206;00385;Духи унисекс;;;;;;0;0;0;0;0;0;0;0;0;0;
1;11705;00965;Большие размеры;;;;;;0;0;0;0;0;0;0;0;0;0;
1;10048;00965;Халаты, пижамы, одежда для дома;;;;;;0;0;0;0;0;0;0;0;0;0;
1;11697;00965;Перчатки, галстуки;;;;;;0;0;0;0;0;0;0;0;0;0;
1;11698;02959;Пэстисы, наклейки на грудь;;;;;;0;0;0;0;0;0;0;0;0;0;
1;11699;00965;Топы, маечки, лонгсливы;;;;;;0;0;0;0;0;0;0;0;0;0;
1;11700;00965;Леггинсы, гетры, париджины;;;;;;0;0;0;0;0;0;0;0;0;0;
1;11701;00965;Сорочки, пеньюары, неглиже;;;;;;0;0;0;0;0;0;0;0;0;0;
1;11702;00965;Шортики, слипы, классика;;;;;;0;0;0;0;0;0;0;0;0;0;
1;11703;00965;Стринги и танга;;;;;;0;0;0;0;0;0;0;0;0;0;
1;09065;11704;Сапоги, ботильоны;;;;;;0;0;0;0;0;0;0;0;0;0;
1;11882;00412;Попки;;;;;;0;0;0;0;0;0;0;0;0;0;
1;10438;00965;Чулки, пояса и подвязки;;;;;;0;0;0;0;0;0;0;0;0;0;
1;06729;00412;Ротики;;;;;;0;0;0;0;0;0;0;0;0;0;
1;06730;00406;Лассо и утяжки;;;;;;0;0;0;0;0;0;0;0;0;0;
1;06726;00412;Вагины с вибро;;;;;;0;0;0;0;0;0;0;0;0;0;
1;06727;00412;Мастурбаторы с вибро;;;;;;0;0;0;0;0;0;0;0;0;0;
1;12420;00376;Насадки для помпы;;;;;;0;0;0;0;0;0;0;0;0;0;
1;06739;00406;Кольца на пенис без вибрации;;;;;;0;0;0;0;0;0;0;0;0;0;
